,pais_origem,pais_visitado,dist_origem,dist_paisvist,k6_returner,k6_explorer,k6_root_cat,k6_sub_cat,k10_returner,k10_explorer,k10_root_cat,k10_sub_cat,all_sub_cat,all_root_cat
1116825_FROM_US_IN_GB,US,GB,1.9269664742,1.4807172108,1,0,"Outdoors & Recreation,Food,Outdoors & Recreation,Professional & Other Places,Food,Travel & Transport","Other Great Outdoors,Pizza Place,Dog Run,High School,American Restaurant,Airport",1,0,"Outdoors & Recreation,Food,Outdoors & Recreation,Professional & Other Places,Food,Travel & Transport,Food,Food,Food,Professional & Other Places","Other Great Outdoors,Pizza Place,Dog Run,High School,American Restaurant,Airport,Fast Food Restaurant,Coffee Shop,Frozen Yogurt,High School","Other Great Outdoors,Pizza Place,Dog Run,High School,American Restaurant,Airport,Fast Food Restaurant,Coffee Shop,Frozen Yogurt,Casino,Hotel,Bagel Shop,Park,Pub,Beach","Outdoors & Recreation,Food,Professional & Other Places,Travel & Transport,Arts & Entertainment,Nightlife Spot"
43512553_FROM_BR_IN_US,BR,US,2.4294216652,1.9120081614,0,1,"Residence,Professional & Other Places,Professional & Other Places,Food,Shop & Service,Outdoors & Recreation","Home (private),High School,High School,Snack Place,Supermarket,Neighborhood",1,0,"Residence,Professional & Other Places,Professional & Other Places,Food,Shop & Service,Outdoors & Recreation,Travel & Transport,Travel & Transport,Food,Professional & Other Places","Home (private),High School,High School,Snack Place,Supermarket,Neighborhood,Airport,Airport,Bakery,Dentist's Office","Home (private),High School,Snack Place,Supermarket,Neighborhood,Airport,Bakery,Dentist's Office,Salon / Barbershop,Residential Building (Apartment / Condo),Building,Mall,Hotel,Storage Facility,River,University,Doctor's Office,Beach,General Entertainment","Residence,Professional & Other Places,Food,Shop & Service,Outdoors & Recreation,Travel & Transport,College & University,Arts & Entertainment"
3264924_FROM_MX_IN_BR,MX,BR,1.8620307964,3.2229339916,1,0,"Outdoors & Recreation,Shop & Service,Arts & Entertainment,Shop & Service,Arts & Entertainment,Travel & Transport","Athletics & Sports,Market,Soccer Stadium,Big Box Store,Casino,Airport",1,0,"Outdoors & Recreation,Shop & Service,Arts & Entertainment,Shop & Service,Arts & Entertainment,Travel & Transport,Outdoors & Recreation,Shop & Service,Outdoors & Recreation,Food","Athletics & Sports,Market,Soccer Stadium,Big Box Store,Casino,Airport,Park,Salon / Barbershop,Soccer Field,Food","Athletics & Sports,Market,Soccer Stadium,Big Box Store,Casino,Airport,Park,Salon / Barbershop,Soccer Field,Food,Mexican Restaurant,Pizza Place,Caribbean Restaurant,Food Truck","Outdoors & Recreation,Shop & Service,Arts & Entertainment,Travel & Transport,Food"
1807851_FROM_MY_IN_ID,MY,ID,1.4982277181,1.8590622089,0,1,"Residence,Shop & Service,Travel & Transport,College & University,Shop & Service,Travel & Transport","Residential Building (Apartment / Condo),Mall,Train Station,College Classroom,Mall,Light Rail",0,1,"Residence,Shop & Service,Travel & Transport,College & University,Shop & Service,Travel & Transport,Shop & Service,Shop & Service,Professional & Other Places,Professional & Other Places","Residential Building (Apartment / Condo),Mall,Train Station,College Classroom,Mall,Light Rail,Supermarket,Mall,Post Office,School","Residential Building (Apartment / Condo),Mall,Train Station,College Classroom,Light Rail,Supermarket,Post Office,School,Sandwich Place,Other Great Outdoors,College Academic Building,Multiplex,General College & University,Coffee Shop,Neighborhood,Jewelry Store,Mexican Restaurant,Hotel,Theme Park,Airport Terminal,Bakery,Housing Development,Malaysian Restaurant,Clothing Store,Fish & Chips Shop,Café,Convention Center,Asian Restaurant,Italian Restaurant,Fast Food Restaurant,Fried Chicken Joint,Performing Arts Venue,Park,Aquarium,Bank,Bagel Shop,Indian Restaurant,Bus Station,Airport,Road","Residence,Shop & Service,Travel & Transport,College & University,Professional & Other Places,Food,Outdoors & Recreation,Arts & Entertainment"
3608752_FROM_BR_IN_US,BR,US,2.761064712,2.1608093397,1,0,"Shop & Service,Travel & Transport,Travel & Transport,Nightlife Spot,Professional & Other Places,Arts & Entertainment","Toy / Game Store,Airport,Airport,Dive Bar,Convention Center,General Entertainment",1,0,"Shop & Service,Travel & Transport,Travel & Transport,Nightlife Spot,Professional & Other Places,Arts & Entertainment,Travel & Transport,Food,Nightlife Spot,Event","Toy / Game Store,Airport,Airport,Dive Bar,Convention Center,General Entertainment,Train Station,Burger Joint,Nightclub,Other Event","Toy / Game Store,Airport,Dive Bar,Convention Center,General Entertainment,Train Station,Burger Joint,Nightclub,Other Event,Soccer Field,Japanese Restaurant,Bar,Fast Food Restaurant,Mall,Sushi Restaurant,Hospital,Subway,Churrascaria,Pub,Airport Lounge,Festival","Shop & Service,Travel & Transport,Nightlife Spot,Professional & Other Places,Arts & Entertainment,Food,Event,Outdoors & Recreation"
303355_FROM_JP_IN_US,JP,US,1.0693384874,2.0226426136,0,1,"Professional & Other Places,Travel & Transport,Outdoors & Recreation,Professional & Other Places,Travel & Transport,Food","Building,Train Station,Plaza,Coworking Space,Light Rail,Bakery",0,1,"Professional & Other Places,Travel & Transport,Outdoors & Recreation,Professional & Other Places,Travel & Transport,Food,Food,Shop & Service,Shop & Service,Travel & Transport","Building,Train Station,Plaza,Coworking Space,Light Rail,Bakery,Seafood Restaurant,Video Store,Mall,Train Station","Building,Train Station,Plaza,Coworking Space,Light Rail,Bakery,Seafood Restaurant,Video Store,Mall,Car Dealership,Burger Joint,Steakhouse,Airport Terminal,Shop & Service,Park,Japanese Restaurant,Accessories Store,Juice Bar,Multiplex,Hotel,BBQ Joint,College Academic Building,Intersection,Bar,Art Museum,Coffee Shop,Art Gallery,Dessert Shop,River,Ramen / Noodle House,Gift Shop,Café,Supermarket,Fast Food Restaurant,Tech Startup,Furniture / Home Store,Salon / Barbershop,American Restaurant,Theater,Subway,Dumpling Restaurant,Science Museum,University,Burrito Place,Arts & Crafts Store,Airport,Diner,Donut Shop,Shrine,Electronics Store","Professional & Other Places,Travel & Transport,Outdoors & Recreation,Food,Shop & Service,Arts & Entertainment,College & University,Nightlife Spot"
81632354_FROM_TR_IN_MY,TR,MY,2.7485400238,2.3779777431,1,0,"Residence,College & University,Outdoors & Recreation,Residence,Shop & Service,Residence","Assisted Living,College Academic Building,Neighborhood,Residential Building (Apartment / Condo),Furniture / Home Store,Housing Development",1,0,"Residence,College & University,Outdoors & Recreation,Residence,Shop & Service,Residence,Shop & Service,Food,Professional & Other Places,Professional & Other Places","Assisted Living,College Academic Building,Neighborhood,Residential Building (Apartment / Condo),Furniture / Home Store,Housing Development,Mall,Fast Food Restaurant,Police Station,Police Station","Assisted Living,College Academic Building,Neighborhood,Residential Building (Apartment / Condo),Furniture / Home Store,Housing Development,Mall,Fast Food Restaurant,Police Station,Turkish Restaurant,Coffee Shop,Home (private),General College & University,Asian Restaurant,Arcade,Subway","Residence,College & University,Outdoors & Recreation,Shop & Service,Food,Professional & Other Places,Arts & Entertainment,Travel & Transport"
20366632_FROM_BR_IN_US,BR,US,2.807907262,2.3241151433,1,0,"Travel & Transport,Travel & Transport,Travel & Transport,Travel & Transport,Arts & Entertainment,Professional & Other Places","Airport,Airport,Airport,Resort,Theater,Medical Center",0,0,"Professional & Other Places,Professional & Other Places,Shop & Service,Travel & Transport,Outdoors & Recreation,Arts & Entertainment,Food,Shop & Service,Travel & Transport,Travel & Transport","Office,Office,Electronics Store,Train Station,Castle,Public Art,Buffet,Mall,Train Station,Train Station","Airport,Resort,Theater,Medical Center,Coffee Shop,Brewery","Travel & Transport,Arts & Entertainment,Professional & Other Places,Food,Nightlife Spot"
82573928_FROM_BR_IN_US,BR,US,3.3333006314,2.2252229671,1,0,"Residence,Travel & Transport,Food,Food,Food,Shop & Service","Residential Building (Apartment / Condo),Airport,Mineiro Restaurant,Fast Food Restaurant,Brazilian Restaurant,Salon / Barbershop",1,0,"Residence,Travel & Transport,Food,Food,Food,Shop & Service,Food,Nightlife Spot,Food,Professional & Other Places","Residential Building (Apartment / Condo),Airport,Mineiro Restaurant,Fast Food Restaurant,Brazilian Restaurant,Salon / Barbershop,Pizza Place,Bar,Churrascaria,Fair","Residential Building (Apartment / Condo),Airport,Mineiro Restaurant,Fast Food Restaurant,Brazilian Restaurant,Salon / Barbershop,Pizza Place,Bar,Churrascaria,Fair,Hot Dog Joint,Gym","Residence,Travel & Transport,Food,Shop & Service,Nightlife Spot,Professional & Other Places,Outdoors & Recreation"
149524_FROM_GB_IN_MX,GB,MX,1.542298275,2.4104638301,1,0,"Travel & Transport,Nightlife Spot,Travel & Transport,Nightlife Spot,Travel & Transport,Travel & Transport","Train Station,Pub,Airport,Bar,Airport,Train Station",1,0,"Travel & Transport,Nightlife Spot,Travel & Transport,Nightlife Spot,Travel & Transport,Travel & Transport,Arts & Entertainment,Nightlife Spot,Nightlife Spot,Professional & Other Places","Train Station,Pub,Airport,Bar,Airport,Train Station,Movie Theater,Pub,Bar,Doctor's Office","Train Station,Pub,Airport,Bar,Movie Theater,Doctor's Office,Harbor / Marina,Coffee Shop,Burger Joint","Travel & Transport,Nightlife Spot,Arts & Entertainment,Professional & Other Places,Outdoors & Recreation,Food"
74762294_FROM_BR_IN_US,BR,US,2.6780456376,2.437397524,1,0,"Residence,Travel & Transport,Residence,Residence,Food,Shop & Service","Housing Development,Airport,Housing Development,Housing Development,Fast Food Restaurant,Miscellaneous Shop",1,0,"Residence,Travel & Transport,Residence,Residence,Food,Shop & Service,Professional & Other Places,Travel & Transport,Outdoors & Recreation,Shop & Service","Housing Development,Airport,Housing Development,Housing Development,Fast Food Restaurant,Miscellaneous Shop,Government Building,Airport Terminal,Neighborhood,Mall","Housing Development,Airport,Fast Food Restaurant,Miscellaneous Shop,Government Building,Airport Terminal,Neighborhood,Mall","Residence,Travel & Transport,Food,Shop & Service,Professional & Other Places,Outdoors & Recreation"
63193980_FROM_US_IN_GB,US,GB,1.7549181509,1.510859602,0,1,"Shop & Service,Residence,Travel & Transport,Food,Travel & Transport,Shop & Service","Electronics Store,Home (private),Airport Terminal,Bagel Shop,Airport,Mall",0,1,"Shop & Service,Residence,Travel & Transport,Food,Travel & Transport,Shop & Service,Food,Travel & Transport,Food,Travel & Transport","Electronics Store,Home (private),Airport Terminal,Bagel Shop,Airport,Mall,Mexican Restaurant,Airport,Breakfast Spot,Airport Gate","Electronics Store,Home (private),Airport Terminal,Bagel Shop,Airport,Mall,Mexican Restaurant,Breakfast Spot,Airport Gate,Bar,American Restaurant,Restaurant,Airport Lounge,Movie Theater,Other Great Outdoors,Automotive Shop,Surf Spot,Indian Restaurant,Pet Service,Department Store,Gay Bar,Arts & Crafts Store,Water Park,Wine Bar,Theme Park,Supermarket,Residential Building (Apartment / Condo)","Shop & Service,Residence,Travel & Transport,Food,Nightlife Spot,Arts & Entertainment,Outdoors & Recreation"
5731395_FROM_MY_IN_ID,MY,ID,1.8292946093,1.7621047828,1,0,"Professional & Other Places,Shop & Service,Shop & Service,Shop & Service,Food,Residence","Office,Mall,Gas Station / Garage,Car Wash,Diner,Home (private)",1,0,"Professional & Other Places,Shop & Service,Shop & Service,Shop & Service,Food,Residence,Travel & Transport,Shop & Service,Travel & Transport,Residence","Office,Mall,Gas Station / Garage,Car Wash,Diner,Home (private),Hotel,Mall,Rest Area,Residential Building (Apartment / Condo)","Office,Mall,Gas Station / Garage,Car Wash,Diner,Home (private),Hotel,Rest Area,Residential Building (Apartment / Condo),Seafood Restaurant,Café,Ramen / Noodle House,Post Office,Miscellaneous Shop,Food Court,Multiplex,Soccer Field,Middle Eastern Restaurant,Malaysian Restaurant,Breakfast Spot,Chinese Restaurant,High School,Government Building,Building,Fast Food Restaurant,Airport,Asian Restaurant,Airport Terminal,Department Store","Professional & Other Places,Shop & Service,Food,Residence,Travel & Transport,Arts & Entertainment,Outdoors & Recreation"
1887634_FROM_MX_IN_US,MX,US,1.8011273051,1.5834832337,1,0,"Food,Travel & Transport,Travel & Transport,Food,Nightlife Spot,Nightlife Spot","Mexican Restaurant,Hotel,Airport,Taco Place,Bar,Sports Bar",1,0,"Food,Travel & Transport,Travel & Transport,Food,Nightlife Spot,Nightlife Spot,Outdoors & Recreation,Food,Food,Food","Mexican Restaurant,Hotel,Airport,Taco Place,Bar,Sports Bar,Beach,Mexican Restaurant,Mexican Restaurant,Seafood Restaurant","Mexican Restaurant,Hotel,Airport,Taco Place,Bar,Sports Bar,Beach,Seafood Restaurant","Food,Travel & Transport,Nightlife Spot,Outdoors & Recreation"
39894569_FROM_BR_IN_GB,BR,GB,2.8237238441,1.9833959584,0,1,"College & University,Residence,College & University,Food,Shop & Service,Food","Community College,Home (private),University,Pizza Place,Supermarket,Australian Restaurant",1,0,"College & University,Residence,College & University,Food,Shop & Service,Food,Shop & Service,Food,Shop & Service,Arts & Entertainment","Community College,Home (private),University,Pizza Place,Supermarket,Australian Restaurant,Salon / Barbershop,Breakfast Spot,Gas Station / Garage,Theme Park Ride / Attraction","Community College,Home (private),University,Pizza Place,Supermarket,Australian Restaurant,Salon / Barbershop,Breakfast Spot,Gas Station / Garage,Theme Park Ride / Attraction,Café","College & University,Residence,Food,Shop & Service,Arts & Entertainment"
2722927_FROM_MX_IN_US,MX,US,1.458346517,1.6987901104,0,1,"Arts & Entertainment,Residence,Outdoors & Recreation,Outdoors & Recreation,Food,Shop & Service","Historic Site,Housing Development,Park,Park,Wings Joint,Mall",0,1,"Arts & Entertainment,Residence,Outdoors & Recreation,Outdoors & Recreation,Food,Shop & Service,Shop & Service,Professional & Other Places,Shop & Service,College & University","Historic Site,Housing Development,Park,Park,Wings Joint,Mall,Supermarket,Courthouse,Department Store,University","Historic Site,Housing Development,Park,Wings Joint,Mall,Supermarket,Courthouse,Department Store,University,Plaza,Government Building,Burrito Place,Gas Station / Garage,Road,Convenience Store,Bank,Paper / Office Supplies Store,Bakery,Coffee Shop,Mobile Phone Shop,Bar,Ice Cream Shop,Home (private),Distribution Center,Sushi Restaurant,Farm,Food Truck,Cheese Shop,Building,Financial or Legal Service,Snack Place,Pizza Place,Casino,EV Charging Station,Elementary School,Other Great Outdoors,Cafeteria,Drugstore / Pharmacy,Restaurant,Car Dealership,Seafood Restaurant,Taco Place,Diner,City,Post Office,Grocery Store,Pub,Cemetery,Automotive Shop,Hotel,Airport,Burger Joint,Italian Restaurant,Residential Building (Apartment / Condo),Student Center,Golf Course,Hot Dog Joint,Salon / Barbershop,Coworking Space,Office,Food Court,Chinese Restaurant,Police Station","Arts & Entertainment,Residence,Outdoors & Recreation,Food,Shop & Service,Professional & Other Places,College & University,Travel & Transport,Nightlife Spot"
6280736_FROM_MX_IN_US,MX,US,1.691820654,2.1391592772,1,0,"Food,Arts & Entertainment,Professional & Other Places,Travel & Transport,Travel & Transport,Outdoors & Recreation","Coffee Shop,Multiplex,Coworking Space,Airport,Airport,City",1,0,"Food,Arts & Entertainment,Professional & Other Places,Travel & Transport,Travel & Transport,Outdoors & Recreation,Food,Nightlife Spot,Food,Food","Coffee Shop,Multiplex,Coworking Space,Airport,Airport,City,Taco Place,Nightclub,Breakfast Spot,Gastropub","Coffee Shop,Multiplex,Coworking Space,Airport,City,Taco Place,Nightclub,Breakfast Spot,Gastropub,Burger Joint,Seafood Restaurant,Salon / Barbershop,Resort,Italian Restaurant,Thai Restaurant,Hotel,Bar,Pizza Place,Bed & Breakfast,Bus Line,Plaza,River,American Restaurant","Food,Arts & Entertainment,Professional & Other Places,Travel & Transport,Outdoors & Recreation,Nightlife Spot,Shop & Service"
47031187_FROM_TR_IN_US,TR,US,3.095639983,3.0365135356,1,0,"Nightlife Spot,Outdoors & Recreation,Travel & Transport,Travel & Transport,Travel & Transport,Residence","Bar,Tennis,Bus Station,Bus Station,Road,Residential Building (Apartment / Condo)",1,0,"Nightlife Spot,Outdoors & Recreation,Travel & Transport,Travel & Transport,Travel & Transport,Residence,Outdoors & Recreation,Nightlife Spot,Food,Travel & Transport","Bar,Tennis,Bus Station,Bus Station,Road,Residential Building (Apartment / Condo),Neighborhood,Bar,Bistro,Airport","Bar,Tennis,Bus Station,Road,Residential Building (Apartment / Condo),Neighborhood,Bistro,Airport,Government Building,Bakery,Mexican Restaurant,Mountain,Kofte Place,Café,University,Fast Food Restaurant,Coffee Shop,Mall,Sandwich Place","Nightlife Spot,Outdoors & Recreation,Travel & Transport,Residence,Food,Professional & Other Places,College & University,Shop & Service"
13727855_FROM_MX_IN_BR,MX,BR,2.1857480952,3.3485726775,1,0,"Travel & Transport,Outdoors & Recreation,Travel & Transport,Outdoors & Recreation,Nightlife Spot,Food","Airport,Gym,Airport Terminal,Gym / Fitness Center,Bar,Coffee Shop",1,0,"Travel & Transport,Outdoors & Recreation,Travel & Transport,Outdoors & Recreation,Nightlife Spot,Food,Professional & Other Places,Outdoors & Recreation,Professional & Other Places,Nightlife Spot","Airport,Gym,Airport Terminal,Gym / Fitness Center,Bar,Coffee Shop,Dentist's Office,Park,Government Building,Other Nightlife","Airport,Gym,Airport Terminal,Gym / Fitness Center,Bar,Coffee Shop,Dentist's Office,Park,Government Building,Other Nightlife,Home (private),Neighborhood,Convenience Store,Medical Center,Airport Gate,Rock Club,Plaza,Big Box Store,Pub,Latin American Restaurant","Travel & Transport,Outdoors & Recreation,Nightlife Spot,Food,Professional & Other Places,Residence,Shop & Service,Arts & Entertainment"
27658212_FROM_US_IN_JP,US,JP,1.5945171901,1.6592665949,1,0,"Shop & Service,Food,Shop & Service,Shop & Service,Food,Professional & Other Places","Gourmet Shop,Coffee Shop,Gas Station / Garage,Grocery Store,Fast Food Restaurant,School",1,0,"Shop & Service,Food,Shop & Service,Shop & Service,Food,Professional & Other Places,Shop & Service,Shop & Service,Professional & Other Places,Shop & Service","Gourmet Shop,Coffee Shop,Gas Station / Garage,Grocery Store,Fast Food Restaurant,School,Miscellaneous Shop,Department Store,Building,Mall","Gourmet Shop,Coffee Shop,Gas Station / Garage,Grocery Store,Fast Food Restaurant,School,Miscellaneous Shop,Department Store,Building,Mall,Hardware Store,Salon / Barbershop,Bookstore,Office,ATM","Shop & Service,Food,Professional & Other Places"
45346053_FROM_ID_IN_MY,ID,MY,1.8678809467,1.8228471166,1,0,"Travel & Transport,Travel & Transport,Travel & Transport,Professional & Other Places,Travel & Transport,Food","Airport,Airport,Airport,Coworking Space,Airport Terminal,American Restaurant",1,0,"Travel & Transport,Travel & Transport,Travel & Transport,Professional & Other Places,Travel & Transport,Food,Nightlife Spot,Travel & Transport,Travel & Transport,Food","Airport,Airport,Airport,Coworking Space,Airport Terminal,American Restaurant,Hotel Bar,Airport,Pier,Food Court","Airport,Coworking Space,Airport Terminal,American Restaurant,Hotel Bar,Pier,Food Court,Hotel,Building,Indonesian Restaurant,Asian Restaurant,Restaurant","Travel & Transport,Professional & Other Places,Food,Nightlife Spot"
81618632_FROM_MX_IN_US,MX,US,2.4303955723,2.0511830619,1,0,"Professional & Other Places,Professional & Other Places,Arts & Entertainment,Shop & Service,Travel & Transport,Food","Church,Fair,Soccer Stadium,Mall,Airport,American Restaurant",1,0,"Professional & Other Places,Professional & Other Places,Arts & Entertainment,Shop & Service,Travel & Transport,Food,Food,Shop & Service,Professional & Other Places,Travel & Transport","Church,Fair,Soccer Stadium,Mall,Airport,American Restaurant,Mexican Restaurant,Grocery Store,High School,Airport Gate","Church,Fair,Soccer Stadium,Mall,Airport,American Restaurant,Mexican Restaurant,Grocery Store,High School,Airport Gate,Concert Hall,Snack Place,Soccer Field,Housing Development","Professional & Other Places,Arts & Entertainment,Shop & Service,Travel & Transport,Food,Outdoors & Recreation,Residence"
3226767_FROM_GB_IN_US,GB,US,2.1004694006,2.3499484253,1,0,"Residence,Travel & Transport,Food,Food,Shop & Service,Shop & Service","Home (private),Airport,American Restaurant,Thai Restaurant,Supermarket,Farmers Market",1,0,"Residence,Travel & Transport,Food,Food,Shop & Service,Shop & Service,Travel & Transport,Nightlife Spot,Food,Shop & Service","Home (private),Airport,American Restaurant,Thai Restaurant,Supermarket,Farmers Market,Light Rail,Bar,Gastropub,Toy / Game Store","Home (private),Airport,American Restaurant,Thai Restaurant,Supermarket,Farmers Market,Light Rail,Bar,Gastropub,Toy / Game Store,Ice Cream Shop,Turkish Restaurant,Scenic Lookout","Residence,Travel & Transport,Food,Shop & Service,Nightlife Spot,Outdoors & Recreation"
56797035_FROM_TR_IN_BR,TR,BR,1.9754144871,2.854724993,0,0,,,0,0,,,,
15783912_FROM_TR_IN_US,TR,US,1.9151729415,1.9453543518,1,0,"Travel & Transport,Travel & Transport,Travel & Transport,Travel & Transport,Travel & Transport,Food","Airport,Airport,Hotel,Airport,Airport,Greek Restaurant",0,0,"Travel & Transport,Food,Shop & Service,Food,Food,Shop & Service,Food,Travel & Transport,Food,Professional & Other Places","Airport,Japanese Restaurant,Mall,Coffee Shop,Restaurant,Mall,French Restaurant,General Travel,Coffee Shop,Temple","Airport,Hotel,Greek Restaurant,Airport Lounge","Travel & Transport,Food"
6724865_FROM_BR_IN_US,BR,US,2.3253229507,1.6669114622,1,0,"Travel & Transport,Food,Shop & Service,Travel & Transport,Shop & Service,Shop & Service","Airport,Bakery,Mall,Airport,Mall,Supermarket",1,0,"Travel & Transport,Food,Shop & Service,Travel & Transport,Shop & Service,Shop & Service,Food,Professional & Other Places,Professional & Other Places,Food","Airport,Bakery,Mall,Airport,Mall,Supermarket,Pizza Place,Government Building,Doctor's Office,Brazilian Restaurant","Airport,Bakery,Mall,Supermarket,Pizza Place,Government Building,Doctor's Office,Brazilian Restaurant,Bank,Ice Cream Shop,Bar,Food Court,Community College","Travel & Transport,Food,Shop & Service,Professional & Other Places,Nightlife Spot,College & University"
652513_FROM_US_IN_GB,US,GB,1.6341597364,2.0144206451,1,0,"Arts & Entertainment,Shop & Service,Food,Food,Food,Travel & Transport","Concert Hall,Mall,Fast Food Restaurant,Sandwich Place,Fast Food Restaurant,Hotel",1,0,"Arts & Entertainment,Shop & Service,Food,Food,Food,Travel & Transport,Outdoors & Recreation,Shop & Service,Shop & Service,Food","Concert Hall,Mall,Fast Food Restaurant,Sandwich Place,Fast Food Restaurant,Hotel,Gym / Fitness Center,Department Store,Bookstore,Breakfast Spot","Concert Hall,Mall,Fast Food Restaurant,Sandwich Place,Hotel,Gym / Fitness Center,Department Store,Bookstore,Breakfast Spot,American Restaurant,Convenience Store,Burrito Place,Chinese Restaurant,Rental Car Location,Pizza Place,Coffee Shop,Church,Tea Room,Temple,Men's Store,Juice Bar,Sushi Restaurant,Airport,Salon / Barbershop,Zoo,Restaurant,Theme Park,Bar,Theme Park Ride / Attraction,Resort,Performing Arts Venue","Arts & Entertainment,Shop & Service,Food,Travel & Transport,Outdoors & Recreation,Professional & Other Places,Nightlife Spot"
18330575_FROM_GB_IN_TR,GB,TR,1.6096429017,1.8663725379,1,0,"College & University,Travel & Transport,Residence,Shop & Service,Travel & Transport,Food","College Residence Hall,Train Station,Home (private),Mall,Moving Target,Coffee Shop",1,0,"College & University,Travel & Transport,Residence,Shop & Service,Travel & Transport,Food,Outdoors & Recreation,College & University,Travel & Transport,Outdoors & Recreation","College Residence Hall,Train Station,Home (private),Mall,Moving Target,Coffee Shop,Neighborhood,College Residence Hall,Bus Station,Other Great Outdoors","College Residence Hall,Train Station,Home (private),Mall,Moving Target,Coffee Shop,Neighborhood,Bus Station,Other Great Outdoors,Park,City,Clothing Store,Salon / Barbershop,Plaza,Airport,Road,Theme Park,Malaysian Restaurant,Student Center,Music Venue,Movie Theater,Café","College & University,Travel & Transport,Residence,Shop & Service,Food,Outdoors & Recreation,Arts & Entertainment"
1020841_FROM_TR_IN_US,TR,US,1.6076517194,1.751623671,1,0,"Travel & Transport,Travel & Transport,Food,Food,Professional & Other Places,Food","Airport,Airport,Tea Room,Kebab Restaurant,Tech Startup,Turkish Restaurant",1,0,"Travel & Transport,Travel & Transport,Food,Food,Professional & Other Places,Food,Food,Food,Arts & Entertainment,Arts & Entertainment","Airport,Airport,Tea Room,Kebab Restaurant,Tech Startup,Turkish Restaurant,Kebab Restaurant,Turkish Restaurant,History Museum,Museum","Airport,Tea Room,Kebab Restaurant,Tech Startup,Turkish Restaurant,History Museum,Museum,Soup Place,Dessert Shop,Hotel","Travel & Transport,Food,Professional & Other Places,Arts & Entertainment"
3212991_FROM_MX_IN_US,MX,US,2.3869909001,1.8670139303,0,1,"Arts & Entertainment,Shop & Service,Arts & Entertainment,Professional & Other Places,Food,Food","Theater,Mall,Outdoor Sculpture,Temple,Burger Joint,Seafood Restaurant",1,0,"Arts & Entertainment,Shop & Service,Arts & Entertainment,Professional & Other Places,Food,Food,Nightlife Spot,Outdoors & Recreation,Travel & Transport,Travel & Transport","Theater,Mall,Outdoor Sculpture,Temple,Burger Joint,Seafood Restaurant,Gay Bar,Park,Airport Terminal,Bus Line","Theater,Mall,Outdoor Sculpture,Temple,Burger Joint,Seafood Restaurant,Gay Bar,Park,Airport Terminal,Bus Line,Café,Bus Station,Art Gallery,Convenience Store,Tapas Restaurant,Department Store,Food Truck","Arts & Entertainment,Shop & Service,Professional & Other Places,Food,Nightlife Spot,Outdoors & Recreation,Travel & Transport"
9898175_FROM_BR_IN_US,BR,US,3.0805743549,2.21762898,1,0,"Travel & Transport,Travel & Transport,Professional & Other Places,Shop & Service,Outdoors & Recreation,Outdoors & Recreation","Airport,Airport,Fair,Mall,Scenic Lookout,Beach",1,0,"Travel & Transport,Travel & Transport,Professional & Other Places,Shop & Service,Outdoors & Recreation,Outdoors & Recreation,Food,Arts & Entertainment,Arts & Entertainment,Travel & Transport","Airport,Airport,Fair,Mall,Scenic Lookout,Beach,Café,Rock Club,Multiplex,Hotel","Airport,Fair,Mall,Scenic Lookout,Beach,Café,Rock Club,Multiplex,Hotel,Neighborhood,Seafood Restaurant,Airport Terminal,Conference,Italian Restaurant","Travel & Transport,Professional & Other Places,Shop & Service,Outdoors & Recreation,Food,Arts & Entertainment,Event"
562882_FROM_US_IN_GB,US,GB,2.1882306003,1.7194939213,1,0,"Arts & Entertainment,Nightlife Spot,Arts & Entertainment,Nightlife Spot,Travel & Transport,Travel & Transport","Music Venue,Bar,Rock Club,Cocktail Bar,Airport,Airport Terminal",1,0,"Arts & Entertainment,Nightlife Spot,Arts & Entertainment,Nightlife Spot,Travel & Transport,Travel & Transport,Arts & Entertainment,Food,Arts & Entertainment,Food","Music Venue,Bar,Rock Club,Cocktail Bar,Airport,Airport Terminal,Theme Park Ride / Attraction,Steakhouse,Theme Park,Southern / Soul Food Restaurant","Music Venue,Bar,Rock Club,Cocktail Bar,Airport,Airport Terminal,Theme Park Ride / Attraction,Steakhouse,Theme Park,Southern / Soul Food Restaurant","Arts & Entertainment,Nightlife Spot,Travel & Transport,Food"
49169319_FROM_JP_IN_US,JP,US,0.4497373376,2.3423759011,1,0,"Nightlife Spot,Nightlife Spot,Travel & Transport,Travel & Transport,Travel & Transport,Travel & Transport","Sake Bar,Sake Bar,Airport,Train Station,Platform,Bus Station",1,0,"Nightlife Spot,Nightlife Spot,Travel & Transport,Travel & Transport,Travel & Transport,Travel & Transport,Food,Arts & Entertainment,Food,Shop & Service","Sake Bar,Sake Bar,Airport,Train Station,Platform,Bus Station,Ramen / Noodle House,Track Stadium,Wings Joint,Convenience Store","Sake Bar,Airport,Train Station,Platform,Bus Station,Ramen / Noodle House,Track Stadium,Wings Joint,Convenience Store,Japanese Restaurant,Coffee Shop,Airport Gate,Airport Terminal,Bus Line,Soccer Stadium,Pub,Bakery","Nightlife Spot,Travel & Transport,Food,Arts & Entertainment,Shop & Service"
